Placement,Placement url,Type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
"Mobile App: Granny Kick Neighbor - New Free Fun Shooting Games (Google Play), by Fun Shooting Games",https://play.google.com/store/apps/details?id=com.sultanware.Granny,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
examresults.net,http://examresults.net,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Roll No. 21 – Run Kris Run (Google Play), by Zapak Mobile Games Pvt. Ltd",https://play.google.com/store/apps/details?id=com.zapak.roll21.run.game,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sweet Selfie Camera - Photo Editor & Beauty Snap (Google Play), by Selfie Camera & Photo Editor & Beauty Snap",https://play.google.com/store/apps/details?id=sweet.selfie.lite,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Mods | AddOns for Minecraft PE (MCPE) Free (Google Play), by Ultimate Mobile",https://play.google.com/store/apps/details?id=com.ultimategamestudio.mcpecenter.mods,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tap Color- Color by Number Art Coloring Game (Google Play), by Puzzle Saga Studio",https://play.google.com/store/apps/details?id=com.pixel.art.coloring.by.number,Mobile application,0,29,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Happy Color™ – Color by Number (iTunes App Store), by X-FLOW LTD",https://itunes.apple.com/us/app/id1407852246,Mobile application,0,134,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle (Google Play), by Fast Fun",https://play.google.com/store/apps/details?id=game.puzzle.blockpuzzle,Mobile application,0,14,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: ChatBox - free Live Chat (Google Play), by Chat Box",https://play.google.com/store/apps/details?id=com.videoplayer.livetalk,Mobile application,0,19,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Puzzle Game (Google Play), by Block Puzzle Games 2018",https://play.google.com/store/apps/details?id=com.puzzlegamesclassic.puzzlegame,Mobile application,1,10,10.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: KALNIRNAY 2020 (Google Play), by Kalnirnay",https://play.google.com/store/apps/details?id=com.awt.kalnirnay,Mobile application,1,101,0.99%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Latest Keyboard Theme 2020 (Google Play), by Launcher 2020 - Themes & Keyboard Apps",https://play.google.com/store/apps/details?id=com.redraw.keyboard.theme.latestkeyboard20171,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by Free Bubble Shooter Games",https://play.google.com/store/apps/details?id=bubble.shooter.ot,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Hotstar Live TV Show - Free Movies HD TV Guide (Google Play), by Janardan lobo",https://play.google.com/store/apps/details?id=com.guidehelp.hotstarguide,Mobile application,3,10,30.00%,USD,0.01,0.03,0.00,0.00,0.00%
mobileapp::2-com.micromax.trendingapps,https://play.google.com/store/apps/details?id=com.micromax.trendingapps,Mobile application,1,18,5.56%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Pixel Art - Colour by Numbers (iTunes App Store), by EASYBRAIN LTD",https://itunes.apple.com/us/app/id1274972321,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
mirroruttarakhand.com,http://mirroruttarakhand.com,Site,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Free Ringtones 2020 (Google Play), by AppStar Studios",https://play.google.com/store/apps/details?id=com.ringtones.freetones,Mobile application,1,12,8.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Garfield™ Rush (Google Play), by Ivy",https://play.google.com/store/apps/details?id=com.ivy.garfield.run,Mobile application,2,4,50.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Blend It 3D (Google Play), by SayGames",https://play.google.com/store/apps/details?id=com.blendergame.smash,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Fruits Coloring Book & Drawing Book (Google Play), by Bitty Apps",https://play.google.com/store/apps/details?id=com.coloringbook.fruitsdrawingbook,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fruit Wallpapers HD (Google Play), by wallpaperhd",https://play.google.com/store/apps/details?id=com.myapps.FruitsHDBackgroundsAG,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-com.yudselksdg.asdew,https://play.google.com/store/apps/details?id=com.yudselksdg.asdew,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: CamLady - Cam Chat with Random Person (Google Play), by LiveMeet: Cam Chat with indian girls and boys",https://play.google.com/store/apps/details?id=livemeet.app.com,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Magi : Magic Video Editor (Google Play), by Creative Studio Apps",https://play.google.com/store/apps/details?id=com.video.cameramagic,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: English Hindi Dictionary (Google Play), by HinKhoj",https://play.google.com/store/apps/details?id=HinKhoj.Dictionary,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle Box - Free Puzzle Games (Google Play), by Mindmill Puzzle Games",https://play.google.com/store/apps/details?id=com.mindmill.block.puzzle.games,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: StoryLab - insta story art maker for Instagram (Google Play), by cerdillac",https://play.google.com/store/apps/details?id=com.cerdillac.storymaker,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Guide  For ToTok Unblock Video Calls ToTok (Google Play), by Free Video Calls NOW",https://play.google.com/store/apps/details?id=apk26.totok.uae,Mobile application,1,2,50.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Brick Classic - Brick Game (Google Play), by Puzzle Game Glow",https://play.google.com/store/apps/details?id=classic.brick.games.tetris,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Mi Music (Google Play), by Xiaomi MIUI",https://play.google.com/store/apps/details?id=com.miui.player,Mobile application,1,57,1.75%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Cookie Rush Match 3 (Google Play), by Match 3 Fun Games",https://play.google.com/store/apps/details?id=cookie.pop.match3,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: 2 For 2 (iTunes App Store), by CRAZY LABS BY TABTALE , G.P.",https://itunes.apple.com/us/app/id1213354902,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: FotoApp Photo Editor: Spiral Effects, Blur Photo (Google Play), by Lyrebird Studio",https://play.google.com/store/apps/details?id=photo.editor.collage.maker.photoeditor,Mobile application,2,1,200.00%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: Tarun Bharat Marathi Newspaper (Google Play), by Readwhere.com",https://play.google.com/store/apps/details?id=com.readwhere.whitelabel.tarunbharat,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Photo Lock App - Hide Pictures & Videos (Google Play), by Donna Danley",https://play.google.com/store/apps/details?id=vault.gallery.lock,Mobile application,1,49,2.04%,USD,0.01,0.01,0.00,0.00,0.00%
friendsyo.net,http://friendsyo.net,Site,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
nalandalive.com,http://nalandalive.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Rose Wallpaper, Floral, Flower Background: Rosely (Google Play), by Helper Team",https://play.google.com/store/apps/details?id=com.myroses.roseswallpaperhd,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Deleted photo recovery: Deleted video recovery (Google Play), by Appstark Tech",https://play.google.com/store/apps/details?id=com.delete.photo.recovery.deleted.video.recovery.undeleter.recover,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: App Lock & Photo Vault - Security Plus (Google Play), by KewlApps",https://play.google.com/store/apps/details?id=security.plus.applock.callblocker.lockscreen,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
oneindia.com,http://oneindia.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: 3D Rescue Cut - Rope Puzzle 2020 (Google Play), by Sam Soul",https://play.google.com/store/apps/details?id=com.rescuecut.ropegames.puzzlesunique.free,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: ABP Live TV News - Latest Hindi, Breaking News APP (Google Play), by ABP News Network",https://play.google.com/store/apps/details?id=com.winit.starnews.hin,Mobile application,0,18,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Spider ▻ Solitaire (iTunes App Store), by PeopleFun CG, LLC",https://itunes.apple.com/us/app/id500962489,Mobile application,0,94,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Dua-Nasr E Walmahabah (Google Play), by Al-Anwar Apps",https://play.google.com/store/apps/details?id=com.mobincube.dua_nasr_e_wal_mahabah.sc_3V5J7W,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Modern Car Drive Parking 3d Game - PvP Car Games (Google Play), by The Knights Pvt Ltd",https://play.google.com/store/apps/details?id=com.volcano.modrn.car.parking.d,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle: Diamond Star Blast (Google Play), by Block Puzzle Games Jewel",https://play.google.com/store/apps/details?id=blockpuzzle.jewel.puzzlegames,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Skippy - Better English, Better Life! (Google Play), by Plain Bagel Inc.",https://play.google.com/store/apps/details?id=com.plainbagel.skippy,Mobile application,0,22,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Find The Differences 500 Photos 2 (Google Play), by Sixcube Information Technology Co,. Ltd.",https://play.google.com/store/apps/details?id=coma.games.find.difference,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: APK Parser (Google Play), by SteelWorks",https://play.google.com/store/apps/details?id=com.gmail.heagoo.apkeditor.parser,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Live Video Call - Random Call - Live Video Chat (Google Play), by Random Call Apps",https://play.google.com/store/apps/details?id=com.dumb.livevideocall,Mobile application,1,7,14.29%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Sundar Gutka Audio (Google Play), by onnapps",https://play.google.com/store/apps/details?id=com.onnapps.sundargutkaaudio,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Girl Cloth Remover - Body Show Simulator Prank (Google Play), by touchscan",https://play.google.com/store/apps/details?id=com.cloth_remover.cloth_scanner_simulator_Body_Scanner_prank,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Paint by Number Coloring Games (iTunes App Store), by DAILYINNOVATION CO., LIMITED",https://itunes.apple.com/us/app/id1420058690,Mobile application,0,17,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: TN Patta Chitta, TSLR Extract, A-Register Extract (Google Play), by Baskar Nallathambi",https://play.google.com/store/apps/details?id=com.tnlite.PattaChitta,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Word Nature (Google Play), by LazyDog Game",https://play.google.com/store/apps/details?id=com.hiplay.word.games.wordscapes.nature,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Roposo - India's own video app (Google Play), by Roposo",https://play.google.com/store/apps/details?id=com.roposo.android,Mobile application,5,752,0.66%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Keve Malayalam News Reader (Google Play), by Keve Tech",https://play.google.com/store/apps/details?id=com.malayalam.news.app.yet,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
wow-club.xyz,http://wow-club.xyz,Site,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Callbreak Multiplayer (Google Play), by Teslatech",https://play.google.com/store/apps/details?id=io.teslatech.callbreak,Mobile application,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Wood Block Puzzle (Google Play), by Classic Puzzle Block Game",https://play.google.com/store/apps/details?id=wood.blockpuzzle.puzzlegame.tetris,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: RTO Vehicle Information (Google Play), by Learn English In Hindi - Translator & Dictionary",https://play.google.com/store/apps/details?id=com.vehicle.rto.vahan.status.information.register,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Carrom Superstar (Google Play), by BlackLight Studio Games",https://play.google.com/store/apps/details?id=com.blacklight.carrom.multiplayer,Mobile application,0,31,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Prom Queen: Date, Love & Dance (Google Play), by Coco Play By TabTale",https://play.google.com/store/apps/details?id=com.cocoplay.promqueen,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: 4th Talent Search | चौथी प्रज्ञाशोध (Google Play), by TechAid Guruji",https://play.google.com/store/apps/details?id=copy.apawc,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Birthday Song With Name - Wish Video Maker (Google Play), by Quinton Software",https://play.google.com/store/apps/details?id=com.appieoids.birthdaysong.happybirthdaysongwithname,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: mymandir- No.1 Hindu Dharmik App (Google Play), by mymandir",https://play.google.com/store/apps/details?id=com.mymandir,Mobile application,2,28,7.14%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Klondike Solitaire - Patience Card Games (Google Play), by Magic Word Games",https://play.google.com/store/apps/details?id=klondike.solitaire.card.games.free.patience.spider.freecell.classic,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Boo - Video Status Maker (Google Play), by The One World Apps",https://play.google.com/store/apps/details?id=videostatusmaker.videostatus.boo,Mobile application,10,233,4.29%,USD,0.01,0.10,0.00,0.00,0.00%
"Mobile App: Onnect - Pair Matching Puzzle (Google Play), by chef.gs",https://play.google.com/store/apps/details?id=com.gamebility.onet,Mobile application,1,26,3.85%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: DigDeep Image Recovery (Google Play), by GreatStuffApps",https://play.google.com/store/apps/details?id=com.greatstuffapps.digdeep,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fingerprint Pattern App Lock (Google Play), by Biometric Solution",https://play.google.com/store/apps/details?id=sparrow.peter.applockapplicationlocker,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tips for Helo - Discover, Share & Communicate (Google Play), by Forks",https://play.google.com/store/apps/details?id=tipshelo.helotips.comhelo,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-tennyaoanlight.light.kaka,https://play.google.com/store/apps/details?id=tennyaoanlight.light.kaka,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Lollipop Rush Match 3 (Google Play), by Ilyon",https://play.google.com/store/apps/details?id=crush.lollipop.matchthree,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Shoot Bubble - Fruit Splash (Google Play), by 4 GAME STUDIO",https://play.google.com/store/apps/details?id=bubble.shoot.fruit.splash.game2,Mobile application,2,30,6.67%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: Hello Video Status - Indian Social App (Google Play), by Helo Media",https://play.google.com/store/apps/details?id=com.barfi.fun.videos,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Likee Lite - Formerly LIKE Lite Video (Google Play), by Likee Video",https://play.google.com/store/apps/details?id=video.like.lite,Mobile application,1,233,0.43%,USD,0.01,0.01,0.00,0.00,0.00%
an1.com,http://an1.com,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Hindi News by News State (Google Play), by News Nation Network Pvt. Ltd.",https://play.google.com/store/apps/details?id=com.newsnation.newsstate,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: ▻Sudoku (iTunes App Store), by PeopleFun CG, LLC",https://itunes.apple.com/us/app/id366247306,Mobile application,0,20,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Video Conference - TeamLink (Google Play), by TeamLink",https://play.google.com/store/apps/details?id=app.cybrook.teamlink,Mobile application,0,20,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tamil Video Status For whatsapp (Google Play), by Social Video Status 2020",https://play.google.com/store/apps/details?id=com.tamilvideosongs.toptamilvideosongsstatus,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle - Brain Games (iTunes App Store), by Learnings Co., Limited",https://itunes.apple.com/us/app/id1466197423,Mobile application,0,23,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::10002-ca-app-pub-8451768180038920, --,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Tile Master - Classic Triple Match & Puzzle Game (Google Play), by Happy Game, Happy Life",https://play.google.com/store/apps/details?id=com.tilemaster.puzzle.block.match,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Honey Bunny Ka Jetpack – Hero Run: The Game (Google Play), by AppOn Innovate",https://play.google.com/store/apps/details?id=com.appon.honeybunny,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: NewsDog - Breaking News, Viral Video, Hot Story (Google Play), by NewsDog Team",https://play.google.com/store/apps/details?id=com.newsdog,Mobile application,3,36,8.33%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Bubble Shooter - POP! (iTunes App Store), by xiaokun feng",https://itunes.apple.com/us/app/id1186114941,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Racing Moto (Google Play), by Droidhen Casual",https://play.google.com/store/apps/details?id=com.droidhen.game.racingmoto,Mobile application,1,14,7.14%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Shooter Cookie (Google Play), by BubbleShooter Studio",https://play.google.com/store/apps/details?id=com.kudo.bubbleshooter,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Mature Dating - Flirt, Meeting, Chat and Love (Google Play), by WeLoveApps",https://play.google.com/store/apps/details?id=com.weloveapps.maturedating,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Coloring Book - Color by Number & Paint by Number (Google Play), by Candy Mobile",https://play.google.com/store/apps/details?id=com.iceors.colorbook.release,Mobile application,0,17,0.00%,USD, --,0.00,0.00,0.00,0.00%
ludigames.com,http://ludigames.com,Site,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Whats Tracker Chat (Google Play), by ITamazons",https://play.google.com/store/apps/details?id=com.wtchat.app,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
oqueachamdevoce.com,http://oqueachamdevoce.com,Site,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
amarmatka.com,http://amarmatka.com,Site,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Dino Hunting 3d - Animal Sniper Shooting 2020 (Google Play), by BigBluegendry",https://play.google.com/store/apps/details?id=com.bb.quad.bike.offroad.racing.mania,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: VFly Lite - Magic Effects Editor, New Video Maker (Google Play), by VFly",https://play.google.com/store/apps/details?id=com.ai.ifly,Mobile application,4,181,2.21%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Flashlight (Google Play), by Flashlight + Clock",https://play.google.com/store/apps/details?id=flashlight.led.clock,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Block Puzzle (Google Play), by Block Puzzle Games 2018",https://play.google.com/store/apps/details?id=com.puzzlegamesclassic.tetris.blockpuzzle,Mobile application,0,26,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Wood Block Puzzle - Free Classic Block Puzzle Game (Google Play), by Beetles Games Studio",https://play.google.com/store/apps/details?id=puzzle.blockpuzzle.cube.relax,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Telugu NewsPlus Made in India (Google Play), by Veooz Inc News from top publishers",https://play.google.com/store/apps/details?id=com.veooz.te,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: XOS Launcher(2020)- Customized,Cool,Stylish (Google Play), by Shalltry Group",https://play.google.com/store/apps/details?id=com.transsion.XOSLauncher,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Pou (Google Play), by Zakeh",https://play.google.com/store/apps/details?id=me.pou.app,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Romantic Status & DP (Google Play), by Darasing Rajput",https://play.google.com/store/apps/details?id=com.newnonvegShayari.Shayari_App,Mobile application,2,3,66.67%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Sniper Bubbles (Google Play), by Match 3 Bubble Games",https://play.google.com/store/apps/details?id=bubbles.sniper,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
wisunt.com,http://wisunt.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Applock (Google Play), by LaHaSoft",https://play.google.com/store/apps/details?id=lahasoft.security.app.locker.applock,Mobile application,1,65,1.54%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Rainbow Shooter - Shoot & Pop Puzzle (Google Play), by Blackout Lab",https://play.google.com/store/apps/details?id=com.blackout.bubble,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: A+ Gallery - Photos & Videos (Google Play), by AtomicAdd Team",https://play.google.com/store/apps/details?id=com.atomicadd.fotos,Mobile application,2,4,50.00%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: Ganesha Wallpaper (4k) (Google Play), by 4k Wallpapers",https://play.google.com/store/apps/details?id=com.wallpapers4k.ganeshawallpaper,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Hexa Jigsaw Puzzle ® (Google Play), by Ilyon",https://play.google.com/store/apps/details?id=jigsaw.hexa.boombox,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Eyecon: Caller ID, Calls and Phone Contacts (Google Play), by Eyecon Phone Dialer & Contacts",https://play.google.com/store/apps/details?id=com.eyecon.global,Mobile application,0,62,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Link Animal (Google Play), by GAME OFFLINE HAY",https://play.google.com/store/apps/details?id=com.noithu,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by Bubble Shooter スタジオ",https://play.google.com/store/apps/details?id=bubble.shoot.bubbles.game.saga.world,Mobile application,3,48,6.25%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Remote Control for All TV (Google Play), by Background Changer, Eraser & Booth Photo Editor",https://play.google.com/store/apps/details?id=com.remote.control.universal.forall.tv,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: StepSetGo (SSG) - Step Earn Redeem (Google Play), by Pepkit Media Pvt. Ltd.",https://play.google.com/store/apps/details?id=com.pepkit.ssg,Mobile application,2,58,3.45%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Sweet Snap Live Filter - Sweet Face Camera (Google Play), by Have Fun - Apps and Games",https://play.google.com/store/apps/details?id=com.sweetsnap.liveFilter.facecamera,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: PDF Scanner & Converter - Scan to convert (Google Play), by GameLoX",https://play.google.com/store/apps/details?id=com.scanner.camscan.pdf.document,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Word Legend Puzzle - Addictive Cross Word Connect (Google Play), by AURORA STUDIOS",https://play.google.com/store/apps/details?id=com.lydia.wordsgame.word.talent,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Numpuz：Number Puzzle Games (iTunes App Store), by Wuhan Dobest Information Technology Co,  Ltd.",https://itunes.apple.com/us/app/id1340841589,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Notification Sounds - Ringtones & Soundboard (Google Play), by MimiSoft Studio - Emoji - Stickers - Ringtones Dev",https://play.google.com/store/apps/details?id=com.plantillatabladesonidos,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Carrom board game - Carrom online multiplayer (Google Play), by Ludo Games Download - India 2019",https://play.google.com/store/apps/details?id=com.play.carromgame,Mobile application,0,14,0.00%,USD, --,0.00,0.00,0.00,0.00%
friendsquiz.site,http://friendsquiz.site,Site,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fruit Burst (Google Play), by TINY WINGS",https://play.google.com/store/apps/details?id=com.nextstep.fruitburstline,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Wood Block - Music Box (Google Play), by головоломка world studio",https://play.google.com/store/apps/details?id=puzzle.wood.block.cube.music.box,Mobile application,0,23,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: जादू सीखे - Magic Tricks Hindi बड़ी सोच का बड़ा जादू (Google Play), by Bromium Developers",https://play.google.com/store/apps/details?id=com.lithiumdevcom.jaadukare,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Caller ID - Phone Number Lookup, Call Blocker (Google Play), by aunumber",https://play.google.com/store/apps/details?id=com.callblocker.whocalledme,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: RealmCraft 3D: Survive & Craft (iTunes App Store), by Tellurion mobile, Limited Liability Company",https://itunes.apple.com/us/app/id1102415991,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Kids Photo Editor : Boys Photo Editor (Google Play), by Appwallet Technologies",https://play.google.com/store/apps/details?id=appwallet.com.kidsphotoeditor,Mobile application,2,8,25.00%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Wild Deer Hunting Adventure :Animal Shooting Games (Google Play), by SOTEC APPS",https://play.google.com/store/apps/details?id=com.gz.deer.hunting.shooting,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Cat Runner: Decorate Home (Google Play), by Ivy",https://play.google.com/store/apps/details?id=com.solou.catendless.run,Mobile application,2,29,6.90%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Image to Pdf Converter (Google Play), by vidlabs",https://play.google.com/store/apps/details?id=com.vidmar.pti,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
